hotCode;stay_date;nb_observations;J-60;J-59;J-58;J-57;J-56;J-55;J-54;J-53;J-52;J-51;J-50;J-49;J-48;J-47;J-46;J-45;J-44;J-43;J-42;J-41;J-40;J-39;J-38;J-37;J-36;J-35;J-34;J-33;J-32;J-31;J-30;J-29;J-28;J-27;J-26;J-25;J-24;J-23;J-22;J-21;J-20;J-19;J-18;J-17;J-16;J-15;J-14;J-13;J-12;J-11;J-10;J-9;J-8;J-7;J-6;J-5;J-4;J-3;J-2;J-1;J-0;cluster
D09;2022-01-01;61;0.21307684690037643;0.218891293891294;0.22550069755952118;0.23292600645541828;0.24118816912934565;0.25030813413166364;0.26030685001273246;0.2712052653229139;0.28498560263266304;0.2984917043740589;0.30928287398875803;0.32424242424242605;0.340093240093242;0.3525709584533134;0.3624434389140292;0.3672699849170458;0.3707664884135493;0.377814342520227;0.3853146853146875;0.3892773892773915;0.395036336212809;0.39972576443164903;0.40564925270807844;0.4130536130536153;0.41915535444947444;0.42429727135609724;0.42775263951734777;0.4328945564239706;0.4379679144385051;0.44228712464006825;0.44726450020567915;0.45337995337995596;0.45915261209379116;0.46100370218017533;0.4624434389140297;0.4638146167557958;0.4718360071301274;0.4797531879884848;0.481305361305364;0.4807170205360277;0.47911991477602606;0.47685261947705654;0.47243215306563985;0.4655842799734229;0.4561739919206008;0.44203356221456014;0.42511639190372463;0.4094086004493267;0.39317398664683945;0.38058189359660155;0.3752335811498729;0.3683141029205493;0.36672060788430866;0.37072725918642774;0.38327160997376003;0.40368884803131255;0.4328196136782216;0.471504547233625;0.5205842890166609;0.5808994793464671;0.6532907585421817;4
D09;2022-01-02;61;0.170598138245197;0.1664070678776561;0.16430051430051432;0.16404042580513173;0.16538875068286837;0.16810743722508434;0.17195843372313965;0.17670368846839535;0.18199643493761244;0.1866995749348701;0.19236253942136403;0.20053475935828988;0.2055395584807361;0.21092828739887678;0.21508295625942805;0.21531605649252827;0.21919648978472628;0.22403674756616057;0.226120937885645;0.22989167695050175;0.23676127793774984;0.24315096668037978;0.24971890854243933;0.25409296585767316;0.2580968051556301;0.25945427121897857;0.2599890305772673;0.2594268476621432;0.2564239681886755;0.2526669409022364;0.25194021664610045;0.2519676402029357;0.2515425750719882;0.2545865898807089;0.2598930481283437;0.26736596736596885;0.27577128753599495;0.2784560537501729;0.27750023731924334;0.27594700925017823;0.2748163149068142;0.2711510510605548;0.2651938107141742;0.25928508896834834;0.25273507789345034;0.24592348827643082;0.24140197660559787;0.23634272590155075;0.22929152860714075;0.22860624418316855;0.2279110009786201;0.2273344350147019;0.2271274984423161;0.23100734266819398;0.2357391450508936;0.24102988724895844;0.24648987494567787;0.2517294138243425;0.25635880956824286;0.25998836786066964;0.2622283943849133;4
D09;2022-01-03;61;0.10168350168350171;0.11341849871261642;0.12417571535218601;0.13397038691156346;0.14281774870010172;0.15073303602715377;0.1577314842020725;0.1638283285342118;0.16965583436171766;0.1732208967503095;0.17593582887700634;0.1750719868366937;0.17712875359934283;0.18035102152749313;0.182983682983684;0.18839983545866004;0.19484437131496063;0.2005621829151252;0.20892636774989834;0.2181818181818194;0.22657342657342786;0.23644590703414364;0.24501576854518167;0.2494583847525038;0.2530097353626779;0.2547099958864679;0.2598930481283437;0.2648018648018663;0.2688879747703292;0.2737008089949281;0.27775949540655576;0.27958316193610466;0.2817496229260951;0.2825997531879901;0.2855066502125342;0.29462498286027866;0.30082270670506134;0.3036298241728123;0.3098655190962901;0.319425160058646;0.32416563828328715;0.32446455505279215;0.32069951164973975;0.31324810935670844;0.30248794945627694;0.28988260608170274;0.27676504867681495;0.26301707907477284;0.2542346127979626;0.2482706928607176;0.2402453600260503;0.2317784710195697;0.22655554003706607;0.2212636423354537;0.21105142164716134;0.2014410547571736;0.19326523417184782;0.18735665239754223;0.18454800194061502;0.18567197530742455;0.19156126500432907;1
D09;2022-01-04;61;0.08141711229946537;0.09962439521263061;0.11306683512565874;0.12244716068245487;0.12846810052692412;0.1318323833029716;0.1332427376545024;0.13340189222542237;0.13274372686137464;0.13449883449883526;0.13700808994926716;0.13968188674071103;0.14393253805018585;0.14907445495680868;0.15651995063759855;0.16465103523927144;0.1718497189085434;0.17952831482243348;0.18700123406005864;0.1925133689839583;0.19840943370355246;0.20190593720005598;0.20437405731523492;0.2071849718908554;0.20965309200603435;0.21319073083779083;0.218277800630743;0.2234334293157835;0.22824626354038247;0.2323049499520101;0.23412861648155897;0.23629507747154938;0.23714520773344433;0.24005210475798844;0.24813382695735775;0.25415878239407796;0.25861004756932504;0.2661829573141805;0.2767792087249117;0.28226202153804125;0.2841012983999425;0.28069001888006573;0.27146536721197506;0.25894145070615804;0.24458817200898786;0.2297957340547851;0.2144114624063731;0.20394783886299833;0.19519319000425883;0.1838928282708398;0.17688666887003623;0.17302547925454273;0.17514789842055342;0.1772662399946538;0.17827485199991022;0.18116919320654684;0.18623676384484586;0.19376506414509032;0.20404159433756316;0.21735385465254736;0.23398934532032592;1
D09;2022-01-05;61;0.07577243018419497;0.08430311518546818;0.09139406345288703;0.09727951786775318;0.10219372131136839;0.10637091666503433;0.11004534681005271;0.11345125462772584;0.11735911147675919;0.12060880296174481;0.1265734265734273;0.13246949129302144;0.13761140819964424;0.14341149047031482;0.14825174825174908;0.15470999588646733;0.16023584258878465;0.16535033593857218;0.1695050047991234;0.1732208967503095;0.17398875634169847;0.17345399698340971;0.17326203208556246;0.1730015082956269;0.17645687645687744;0.17818456053750273;0.18094062799945254;0.18431372549019712;0.18789249965720659;0.19126559714795116;0.19505004799122555;0.19772384478266938;0.2027972027972039;0.21147675853558326;0.21750994103935403;0.22247212817348688;0.22798806020525605;0.23500996740815877;0.23739834825807812;0.23649020662595455;0.23155755255302896;0.22296322079127634;0.21308631037137943;0.20217574280922807;0.1913797608876805;0.1824993737408906;0.17714014492295135;0.1727844939751058;0.16789239167067316;0.16670164758974879;0.16784430550231255;0.17260395118472502;0.1725106251700919;0.17104389791535446;0.17051526205082018;0.17291338400635012;0.17940888509653857;0.19117238663598077;0.209374509939272;0.2351858763210074;0.26977710709578223;4
D09;2022-01-06;61;0.07775797187561898;0.08467589055824355;0.09022099904452852;0.0946408711114594;0.09818308053602176;0.10109520109520115;0.1036248065659831;0.10601947072535366;0.10707527766351356;0.11239544768956596;0.1182640888523248;0.12413273001508364;0.12945290004113605;0.13367612779377558;0.1393802276155225;0.1440148087206919;0.15019882078705693;0.1532839709310306;0.1568216097627871;0.1581653640477179;0.15882352941176558;0.16030440148087294;0.16205950911833356;0.16880570409982268;0.17407102701220445;0.1786507610037032;0.18227067050596565;0.18465651995063864;0.18553407376936895;0.18672699849170543;0.18702865761689397;0.18630193336075793;0.18739613327848728;0.1855148772795842;0.18170447953253485;0.180137539685052;0.1821839698762786;0.18212195044774335;0.17852229218745158;0.17298610891371172;0.16495902287757586;0.15696357940701922;0.14939214631522407;0.14155111856469402;0.13690978704553441;0.13373034205613465;0.13131917855899827;0.13031674208144867;0.13158109989558026;0.13556256526279226;0.14127567003132693;0.1444694135050478;0.14552662929077037;0.14510572917530012;0.14628789767879552;0.15005665788121092;0.15744928291281463;0.16950304590387563;0.18725521998466294;0.21174307828544545;0.2440038939364922;4
D09;2022-01-07;61;0.066022544283414;0.07312683527517298;0.0769740820891717;0.07822735188464096;0.07754971182081163;0.07560422905691455;0.07305397075218056;0.07056200406584076;0.06981441405993874;0.07182110302314945;0.07605744638992762;0.08199881959472798;0.08912059807200522;0.09587513935340075;0.1036133516951937;0.11368614335366317;0.12151616499442655;0.1303692045380032;0.13758279231425088;0.14045511181061132;0.1410584300609884;0.14035018689750225;0.1463309069447185;0.1525083612040142;0.15848908125123048;0.16387959866220828;0.16828644501278867;0.1713161518788127;0.17458193979933206;0.17782149649157422;0.17889697685094205;0.18070693160207327;0.1773231031543062;0.17164404223227847;0.16755197062102525;0.16820775132795684;0.16722408026755947;0.16325004918355393;0.15783330054429887;0.15047544101252627;0.14357662797560575;0.13753032985769637;0.132730015082957;0.13059216997835996;0.1276280411830291;0.12320807921831006;0.1194701291887999;0.11944389796052265;0.12121450586923799;0.12678864187815664;0.12810020329201985;0.1244147157190642;0.12718211030231558;0.13241711400279246;0.14213750160041727;0.1578771060015733;0.18087887452763854;0.2123857544999917;0.2536406932400115;0.30588663806907657;0.37036653630856553;0
D09;2022-01-08;61;0.07778251397177247;0.09174752026414443;0.10050999961485903;0.10511737954193202;0.10661708756337915;0.10605655119721619;0.10448319796145886;0.10294445537412347;0.10483310381008648;0.11119417666732306;0.11932585743327498;0.12857236540101064;0.13725490196078508;0.14659321922749113;0.1578070693160216;0.16618794675060752;0.174870483310382;0.18106105318381635;0.1849563905829901;0.1857302118171694;0.18447111285986068;0.18931077447701594;0.19286510590858522;0.19572430979080704;0.19834743261853346;0.20208538264804365;0.2052593612695926;0.21109580956128388;0.21893894681618586;0.22625745950554263;0.2345334120270195;0.2393206111876202;0.2419699652436239;0.24468489737032073;0.25069184864581423;0.2564364876385351;0.25938750081972733;0.26191881434848335;0.2644894747196552;0.26768968456948145;0.27023411371237605;0.27386713882877717;0.27845760377729845;0.2799921306315184;0.2783395632500507;0.27524427831333353;0.2724506525018049;0.26978818283166256;0.27113909108794165;0.2695521017771672;0.2687782805429879;0.26633877631320235;0.26064659977703597;0.26341686340088016;0.2691627758963119;0.28309235018793866;0.3074267303307428;0.34438706037970784;0.3961944843898173;0.4650701464160547;0.5532351905134039;0
D09;2022-01-09;61;0.0869565217391305;0.08695652173913049;0.08695652173913049;0.08695652173913049;0.08695652173913049;0.0869565217391305;0.08695652173913052;0.08695652173913092;0.08695652173913092;0.08695652173913092;0.08695652173913092;0.08695652173913092;0.08695652173913092;0.08695652173913092;0.08695652173913092;0.08695652173913092;0.08695652173913092;0.08695652173913092;0.08695652173913092;0.08695652173913092;0.08695652173913092;0.0859335038363176;0.08576300085251538;0.08529083874352462;0.0862613941897834;0.08841235490851908;0.091481408616959;0.09622926093514382;0.10051806675847652;0.10421666994557079;0.10617089645222698;0.10812512295888316;0.1098170371827667;0.11098432684110497;0.1113646796511253;0.11069578333005506;0.11072201455833232;0.11028919929175746;0.11127287035215486;0.11265000983671122;0.11339759984261327;0.11539117319168535;0.11649288477933042;0.11746344022558922;0.11804052724768901;0.11996852252606796;0.12209325201652635;0.12632959538330452;0.12879533084136735;0.12859859662928788;0.12672306380746348;0.12432495573480296;0.12259185028526529;0.1208121850774419;0.11798071065492374;0.11654812395599601;0.11723567643988961;0.12076461956583603;0.12785620479306678;0.1392316835808134;0.15561230738830745;0
D09;2022-01-10;61;0.07246376811594199;0.07246376811594202;0.07246376811594205;0.07246376811594206;0.07246376811594207;0.07246376811594207;0.07246376811594207;0.07246376811594243;0.07246376811594243;0.07246376811594243;0.07246376811594243;0.07246376811594243;0.07246376811594243;0.07246376811594243;0.07246376811594243;0.07246376811594243;0.07246376811594243;0.07246376811594243;0.07246376811594243;0.07246376811594243;0.07144075021312912;0.07127024722932691;0.07079808512033614;0.07176864056659492;0.0739196012853306;0.0769886549937705;0.08173650731195534;0.08602531313528804;0.08972391632238229;0.09167814282903847;0.09363236933569466;0.0953242835595782;0.09444553741228985;0.09448488425470575;0.09491769952128061;0.09722604760967986;0.09999344219293123;0.10483310381008648;0.11045970227555965;0.11558790740376482;0.1218309397337537;0.12678864187815664;0.13095940717424165;0.13381861105646345;0.1358253000196742;0.1374385205587259;0.14017968391370006;0.14378647780182388;0.1451898485146575;0.14728834677683866;0.14658725758470087;0.14581462867907963;0.14050161262437555;0.13807021622878476;0.13583315235489157;0.13644202534228123;0.14103425039486436;0.15074724271655235;0.16671841751125654;0.19008518998288834;0.22198497533535907;0
D09;2022-01-11;61;0.028985507246376805;0.028985507246376812;0.028985507246376815;0.02898550724637682;0.02898550724637682;0.02898550724637682;0.02898550724637682;0.028985507246376975;0.028985507246376975;0.028985507246376975;0.028985507246376975;0.028985507246376975;0.028985507246376975;0.028985507246376975;0.028985507246376975;0.028985507246376975;0.028985507246376975;0.028985507246376975;0.028985507246376975;0.028985507246376975;0.028985507246376975;0.027962489343563664;0.027791986359761447;0.028342842153583993;0.029483900583644994;0.03108400550855811;0.03301200078693703;0.03513673027739543;0.037327037838546996;0.0394517673290054;0.041379762607384324;0.04297986753229744;0.044120925962358434;0.04467178175618098;0.04450127877237876;0.04347826086956546;0.04347826086956546;0.04347826086956546;0.04245524296675215;0.04228473998294993;0.04283559577677248;0.04397665420683348;0.045576759131746594;0.04648173650731221;0.048435963013968394;0.052200144271755816;0.05461341727326413;0.0574201586989314;0.06035805626598499;0.06186277490625351;0.06405904411019536;0.0654481068803323;0.06636035746010206;0.06935226751083566;0.07283682643017686;0.07785832051816713;0.08480149101632486;0.09405107916616878;0.10599182620921765;0.12100847338699017;0.1394857619410051;0
D09;2022-01-12;61;0.028985507246376805;0.028985507246376812;0.028985507246376815;0.02898550724637682;0.02898550724637682;0.02898550724637682;0.02898550724637682;0.028985507246376975;0.028985507246376975;0.028985507246376975;0.025916453537937055;0.0254049445865304;0.028080529870811353;0.03167420814479655;0.03592366712571336;0.040566594530789125;0.04534067807725122;0.049983605482326984;0.05423306446324379;0.057826742737229;0.05027214899337688;0.050062299167158764;0.05562331956193878;0.06538133648108106;0.07776247622794978;0.09721293199554122;0.11948324480293854;0.1413863204144542;0.16263361531903825;0.18191356810282744;0.19791461735195864;0.20932520165256857;0.2148337595907941;0.21312872975277192;0.20289855072463886;0.20289855072463886;0.20289855072463886;0.20187553282182552;0.2017050298380233;0.20225588563184588;0.20339694406190684;0.20499704898681997;0.20692504426519887;0.20904977375565725;0.2224932782477552;0.226493540560038;0.22236212210636885;0.21141058430061105;0.19369496658499324;0.1728286206547086;0.14996214356828252;0.12507788886305582;0.10238894949892448;0.0839952361888231;0.06929953776304362;0.059971019901179284;0.05713488408255282;0.06191633178648723;0.07544056449230566;0.09883278367933115;0.13321819082688668;1
D09;2022-01-13;61;0.028985507246376805;0.028985507246376812;0.028985507246376815;0.02898550724637682;0.02898550724637682;0.02898550724637682;0.02898550724637682;0.028985507246376975;0.028985507246376975;0.028985507246376975;0.028985507246376975;0.03000852514919028;0.030179028132992496;0.02962817233916995;0.028487113909108956;0.026887008984195833;0.024959013705816914;0.02283428421535851;0.020643976654206947;0.00828906813561548;0.004656043019214375;0.008564496032526743;0.018834021903075693;0.03428421535838433;0.053734671125975755;0.0760049839333731;0.09790805954488872;0.11915535444947276;0.13843530723326197;0.15443635648239315;0.1658469407830031;0.17135549872122857;0.1696504688832064;0.15942028985507334;0.15942028985507334;0.15942028985507334;0.15839727195226003;0.1582267689684578;0.15877762476228036;0.15991868319234134;0.16151878811725448;0.1634467833956334;0.1655715128860918;0.17901501737818976;0.18301527969047254;0.17786084333399013;0.1667388025444301;0.1496670422501633;0.12995725502119437;0.108640805060243;0.08567953785345135;0.06607229088047537;0.048751930081853606;0.03227848025802005;0.027526348331974954;0.028550466299826882;0.035625467172781644;0.04902598396204516;0.06902664967882341;0.09590209733432219;0.12992695993974757;1
